ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
McClaTe01 ,1973,Ted,McClain,east,A,1,25,12.0,1.0,2.0,3.0,4.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0
McDanJi01 ,1971,Jim,McDaniels,east,A,1,20,24.0,5.0,6.0,11.0,1.0,nan,nan,2.0,3.0,15.0,11.0,3.0,2.0,0.0,0.0
McDanXa01 ,1987,Xavier,McDaniel,west,N,1,13,2.0,nan,nan,2.0,0.0,nan,nan,nan,nan,9.0,1.0,0.0,0.0,nan,nan
McDyeAn01 ,2000,Antonio,McDyess,west,N,1,15,8.0,5.0,3.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0
McGinGe01 ,1978,George,McGinnis,west,N,1,25,16.0,nan,nan,6.0,3.0,nan,nan,nan,nan,12.0,5.0,11.0,6.0,nan,nan
McGinGe01 ,1976,George,McGinnis,east,N,1,26,4.0,nan,nan,7.0,2.0,nan,nan,nan,nan,9.0,2.0,2.0,0.0,nan,nan
McGinGe01 ,1975,George,McGinnis,east,N,1,19,10.0,nan,nan,7.0,2.0,nan,nan,nan,nan,9.0,4.0,4.0,2.0,nan,nan
McGinGe01 ,1972,George,McGinnis,west,A,1,34,23.0,10.0,5.0,15.0,2.0,1.0,1.0,3.0,5.0,15.0,10.0,6.0,3.0,1.0,0.0
McGinGe01 ,1973,George,McGinnis,west,A,1,30,14.0,4.0,7.0,11.0,1.0,1.0,0.0,8.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0
McGinGe01 ,1974,George,McGinnis,west,A,1,32,18.0,9.0,3.0,12.0,5.0,3.0,1.0,3.0,5.0,14.0,6.0,11.0,6.0,1.0,0.0
McGloJo01 ,1968,Jon,McGlocklin,east,N,1,7,2.0,nan,nan,1.0,0.0,nan,nan,nan,nan,2.0,1.0,0.0,0.0,nan,nan
McGraTr01 ,2003,Tracy,McGrady,east,N,1,23,13.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,11.0,5.0,4.0,2.0,6.0,1.0
McGraTr01 ,2002,Tracy,McGrady,east,N,1,36,29.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,17.0,10.0,6.0,5.0,7.0,4.0
McGraTr01 ,2001,Tracy,McGrady,east,N,1,23,24.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,15.0,9.0,4.0,4.0,4.0,2.0
McGraTr01 ,2000,Tracy,McGrady,east,N,1,21,2.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
McGuiDi01 ,1958,Dick,McGuire,west,N,1,24,5.0,nan,nan,3.0,3.0,nan,nan,nan,nan,7.0,2.0,2.0,1.0,nan,nan
McGuiDi01 ,1957,Dick,McGuire,west,N,1,31,4.0,nan,nan,7.0,10.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
McGuiDi01 ,1950,Dick,McGuire,east,N,1,0,6.0,nan,nan,5.0,10.0,nan,nan,nan,nan,4.0,3.0,0.0,0.0,nan,nan
McGuiDi01 ,1955,Dick,McGuire,east,N,1,29,6.0,nan,nan,0.0,3.0,nan,nan,nan,nan,9.0,2.0,5.0,2.0,nan,nan
McGuiDi01 ,1954,Dick,McGuire,east,N,1,25,3.0,nan,nan,3.0,6.0,nan,nan,nan,nan,2.0,1.0,2.0,1.0,nan,nan
McGuiDi01 ,1953,Dick,McGuire,east,N,1,20,4.0,nan,nan,4.0,2.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
McGuiDi01 ,1951,Dick,McGuire,east,N,1,18,11.0,nan,nan,1.0,4.0,nan,nan,nan,nan,0.0,0.0,3.0,1.0,nan,nan
McHalKe01 ,1990,Kevin,McHale,east,N,1,14,2.0,nan,nan,3.0,2.0,nan,nan,nan,nan,3.0,0.0,2.0,2.0,nan,nan
McHalKe01 ,1989,Kevin,McHale,east,N,1,20,13.0,nan,nan,8.0,1.0,nan,nan,nan,nan,11.0,6.0,0.0,0.0,nan,nan
McHalKe01 ,1988,Kevin,McHale,east,N,1,16,10.0,nan,nan,3.0,0.0,nan,nan,nan,nan,7.0,5.0,0.0,0.0,nan,nan
McHalKe01 ,1987,Kevin,McHale,east,N,1,14,2.0,nan,nan,1.0,1.0,nan,nan,nan,nan,1.0,0.0,2.0,2.0,nan,nan
McHalKe01 ,1986,Kevin,McHale,east,N,1,30,16.0,nan,nan,7.0,2.0,nan,nan,nan,nan,11.0,7.0,2.0,2.0,nan,nan
McHalKe01 ,1985,Kevin,McHale,east,N,1,20,8.0,nan,nan,10.0,2.0,nan,nan,nan,nan,8.0,3.0,2.0,2.0,nan,nan
McHalKe01 ,1983,Kevin,McHale,east,N,1,11,10.0,nan,nan,5.0,0.0,nan,nan,nan,nan,7.0,3.0,6.0,4.0,nan,nan
MelchBi01 ,1970,Bill,Melchionni,east,A,1,24,12.0,1.0,0.0,1.0,4.0,nan,nan,1.0,2.0,10.0,5.0,3.0,2.0,0.0,0.0
MelchBi01 ,1971,Bill,Melchionni,east,A,1,18,5.0,2.0,0.0,2.0,2.0,nan,nan,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
MelchBi01 ,1972,Bill,Melchionni,east,A,1,24,4.0,5.0,3.0,8.0,2.0,1.0,0.0,4.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0
MenyaDe01 ,1967,Dewitt,Menyard,west,A,1,6,4.0,1.0,1.0,2.0,0.0,nan,nan,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0
MeschTo01 ,1962,Tom,Meschery,west,N,1,8,3.0,nan,nan,1.0,1.0,nan,nan,nan,nan,3.0,1.0,2.0,1.0,nan,nan
MikanGe01 ,1950,George,Mikan,west,N,1,0,12.0,nan,nan,11.0,3.0,nan,nan,nan,nan,17.0,4.0,6.0,4.0,nan,nan
MikanGe01 ,1953,George,Mikan,west,N,1,31,18.0,nan,nan,9.0,1.0,nan,nan,nan,nan,18.0,6.0,8.0,6.0,nan,nan
MikanGe01 ,1952,George,Mikan,west,N,1,40,22.0,nan,nan,16.0,2.0,nan,nan,nan,nan,26.0,9.0,4.0,4.0,nan,nan
MikanGe01 ,1951,George,Mikan,west,N,1,29,26.0,nan,nan,15.0,1.0,nan,nan,nan,nan,19.0,9.0,9.0,8.0,nan,nan
MikkeVe01 ,1950,Vern,Mikkelsen,west,N,1,0,11.0,nan,nan,9.0,1.0,nan,nan,nan,nan,11.0,4.0,4.0,3.0,nan,nan
MikkeVe01 ,1956,Vern,Mikkelsen,west,N,1,21,6.0,nan,nan,9.0,1.0,nan,nan,nan,nan,10.0,3.0,4.0,0.0,nan,nan
MikkeVe01 ,1955,Vern,Mikkelsen,west,N,1,22,16.0,nan,nan,9.0,2.0,nan,nan,nan,nan,13.0,5.0,7.0,6.0,nan,nan
MikkeVe01 ,1954,Vern,Mikkelsen,west,N,1,25,16.0,nan,nan,9.0,1.0,nan,nan,nan,nan,15.0,7.0,3.0,2.0,nan,nan
MikkeVe01 ,1952,Vern,Mikkelsen,west,N,1,19,6.0,nan,nan,6.0,3.0,nan,nan,nan,nan,13.0,3.0,0.0,0.0,nan,nan
MikkeVe01 ,1951,Vern,Mikkelsen,west,N,1,23,12.0,nan,nan,10.0,0.0,nan,nan,nan,nan,8.0,5.0,2.0,2.0,nan,nan
MilesEd01 ,1965,Eddie,Miles,west,N,1,28,17.0,nan,nan,1.0,0.0,nan,nan,nan,nan,16.0,8.0,5.0,1.0,nan,nan
MilleBr01 ,2002,Brad,Miller,east,N,1,17,5.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0
MilleBr01 ,2003,Brad,Miller,west,N,1,10,8.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
MilleRe01 ,1999,Reggie,Miller,east,N,1,21,5.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,2.0,6.0,1.0
MilleRe01 ,1997,Reggie,Miller,east,N,1,20,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,6.0,2.0,1.0,2.0,1.0
MilleRe01 ,1995,Reggie,Miller,east,N,1,18,8.0,nan,nan,2.0,2.0,nan,nan,nan,nan,8.0,4.0,0.0,0.0,nan,nan
MilleRe01 ,1994,Reggie,Miller,east,N,1,23,9.0,nan,nan,0.0,2.0,nan,nan,nan,nan,9.0,3.0,0.0,0.0,nan,nan
MilleRe01 ,1989,Reggie,Miller,east,N,1,14,4.0,nan,nan,1.0,3.0,nan,nan,nan,nan,3.0,2.0,0.0,0.0,nan,nan
MingYa01  ,2003,Yao,Ming,west,N,1,18,16.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,14.0,8.0,0.0,0.0,2.0,0.0
MingYa01  ,2002,Yao,Ming,west,N,1,17,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MitchMi01 ,1981,Mike,Mitchell,east,N,1,15,14.0,nan,nan,4.0,2.0,nan,nan,nan,nan,12.0,6.0,2.0,2.0,nan,nan
MitchMi01 ,1980,Mike,Mitchell,east,N,1,15,14.0,nan,nan,4.0,2.0,nan,nan,nan,nan,12.0,6.0,2.0,2.0,nan,nan
MixSt01   ,1974,Steve,Mix,east,N,1,11,4.0,nan,nan,2.0,0.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
MoeDo01   ,1967,Douglas,Moe,west,A,1,29,17.0,5.0,2.0,7.0,5.0,nan,nan,2.0,4.0,13.0,7.0,5.0,3.0,1.0,0.0
MoeDo01   ,1968,Douglas,Moe,west,A,1,26,17.0,2.0,4.0,6.0,6.0,nan,nan,1.0,3.0,13.0,6.0,8.0,5.0,0.0,0.0
MoeDo01   ,1969,Douglas,Moe,east,A,1,26,2.0,nan,nan,8.0,6.0,nan,nan,nan,1.0,5.0,0.0,3.0,2.0,0.0,0.0
MoncrSi01 ,1984,Sidney,Moncrief,east,N,1,22,8.0,nan,nan,5.0,4.0,nan,nan,nan,nan,5.0,1.0,6.0,6.0,nan,nan
MoncrSi01 ,1983,Sidney,Moncrief,east,N,1,26,8.0,nan,nan,5.0,2.0,nan,nan,nan,nan,6.0,3.0,2.0,2.0,nan,nan
MoncrSi01 ,1982,Sidney,Moncrief,east,N,1,28,20.0,nan,nan,5.0,4.0,nan,nan,nan,nan,14.0,8.0,5.0,4.0,nan,nan
MoncrSi01 ,1985,Sidney,Moncrief,east,N,1,26,16.0,nan,nan,3.0,1.0,nan,nan,nan,nan,11.0,4.0,7.0,7.0,nan,nan
MonroEa01 ,1970,Earl,Monroe,east,N,1,18,6.0,nan,nan,5.0,2.0,nan,nan,nan,nan,9.0,3.0,0.0,0.0,nan,nan
MonroEa01 ,1968,Earl,Monroe,east,N,1,27,21.0,nan,nan,4.0,4.0,nan,nan,nan,nan,15.0,6.0,12.0,9.0,nan,nan
MonroEa01 ,1976,Earl,Monroe,east,N,1,15,4.0,nan,nan,0.0,3.0,nan,nan,nan,nan,7.0,2.0,0.0,0.0,nan,nan
MonroEa01 ,1974,Earl,Monroe,east,N,1,25,9.0,nan,nan,3.0,2.0,nan,nan,nan,nan,8.0,3.0,5.0,3.0,nan,nan
MooreGe01 ,1969,Gene,Moore,east,A,1,12,4.0,nan,nan,4.0,0.0,nan,nan,nan,1.0,6.0,2.0,0.0,0.0,1.0,0.0
MournAl01 ,1994,Alonzo,Mourning,east,N,1,19,10.0,nan,nan,8.0,1.0,nan,nan,nan,nan,9.0,4.0,3.0,2.0,nan,nan
MournAl01 ,1993,Alonzo,Mourning,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MournAl01 ,2001,Alonzo,Mourning,east,N,1,16,13.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,0.0,0.0
MournAl01 ,2000,Alonzo,Mourning,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MournAl01 ,1999,Alonzo,Mourning,east,N,1,27,15.0,5.0,2.0,7.0,1.0,3.0,4.0,1.0,4.0,11.0,7.0,2.0,1.0,0.0,0.0
MournAl01 ,1996,Alonzo,Mourning,east,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
MournAl01 ,1995,Alonzo,Mourning,east,N,1,13,2.0,nan,nan,1.0,0.0,nan,nan,nan,nan,6.0,1.0,0.0,0.0,nan,nan
MulliCh01 ,1992,Chris,Mullin,east,N,1,21,16.0,nan,nan,6.0,4.0,nan,nan,nan,nan,9.0,3.0,12.0,9.0,nan,nan
MulliCh01 ,1991,Chris,Mullin,west,N,1,24,13.0,nan,nan,1.0,3.0,nan,nan,nan,nan,7.0,6.0,0.0,0.0,nan,nan
MulliCh01 ,1990,Chris,Mullin,west,N,1,24,13.0,nan,nan,2.0,2.0,nan,nan,nan,nan,8.0,4.0,4.0,4.0,nan,nan
MulliCh01 ,1989,Chris,Mullin,west,N,1,16,3.0,nan,nan,3.0,1.0,nan,nan,nan,nan,5.0,1.0,2.0,1.0,nan,nan
MulliCh01 ,1988,Chris,Mullin,west,N,1,14,4.0,nan,nan,2.0,2.0,nan,nan,nan,nan,4.0,1.0,2.0,2.0,nan,nan
MulliJe01 ,1970,Jeff,Mullins,west,N,1,3,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan
MulliJe01 ,1969,Jeff,Mullins,west,N,1,14,8.0,nan,nan,1.0,1.0,nan,nan,nan,nan,6.0,4.0,0.0,0.0,nan,nan
MulliJe01 ,1968,Jeff,Mullins,west,N,1,25,14.0,nan,nan,4.0,5.0,nan,nan,nan,nan,14.0,7.0,0.0,0.0,nan,nan
MurphCa01 ,1978,Calvin,Murphy,east,N,1,15,6.0,nan,nan,1.0,5.0,nan,nan,nan,nan,5.0,3.0,0.0,0.0,nan,nan
MutomDi01 ,2000,Dikembe,Mutombo,east,N,1,28,6.0,19.0,3.0,22.0,0.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
MutomDi01 ,1999,Dikembe,Mutombo,east,N,1,16,4.0,6.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
MutomDi01 ,1997,Dikembe,Mutombo,east,N,1,19,9.0,6.0,1.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0
MutomDi01 ,1996,Dikembe,Mutombo,east,N,1,15,3.0,6.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0
MutomDi01 ,1995,Dikembe,Mutombo,west,N,1,11,4.0,nan,nan,9.0,0.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
MutomDi01 ,1994,Dikembe,Mutombo,west,N,1,20,12.0,nan,nan,8.0,1.0,nan,nan,nan,nan,8.0,6.0,0.0,0.0,nan,nan
MutomDi01 ,1991,Dikembe,Mutombo,west,N,1,10,4.0,nan,nan,2.0,1.0,nan,nan,nan,nan,4.0,2.0,0.0,0.0,nan,nan
MutomDi01 ,2001,Dikembe,Mutombo,east,N,1,21,8.0,4.0,6.0,10.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,2.0,2.0,0.0,0.0
NanceLa01 ,1992,Larry,Nance,west,N,1,12,7.0,nan,nan,3.0,1.0,nan,nan,nan,nan,4.0,3.0,2.0,1.0,nan,nan
NanceLa01 ,1988,Larry,Nance,east,N,1,17,10.0,nan,nan,6.0,1.0,nan,nan,nan,nan,9.0,5.0,0.0,0.0,nan,nan
NanceLa01 ,1984,Larry,Nance,west,N,1,15,16.0,nan,nan,5.0,0.0,nan,nan,nan,nan,8.0,7.0,2.0,2.0,nan,nan
NashSt01  ,2002,Steve,Nash,west,N,1,16,2.0,3.0,2.0,5.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0
NashSt01  ,2001,Steve,Nash,west,N,1,24,8.0,1.0,2.0,3.0,9.0,1.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,4.0,2.0
NaterSw01 ,1973,Swen,Nater,west,A,1,28,29.0,9.0,13.0,22.0,0.0,0.0,2.0,2.0,2.0,24.0,13.0,4.0,3.0,0.0,0.0
NaterSw01 ,1974,Swen,Nater,west,A,1,26,12.0,3.0,2.0,5.0,1.0,0.0,0.0,2.0,3.0,13.0,5.0,2.0,2.0,0.0,0.0
NattCa01  ,1984,Calvin,Natt,west,N,1,11,3.0,nan,nan,3.0,1.0,nan,nan,nan,nan,3.0,1.0,2.0,1.0,nan,nan
NaullWi01 ,1961,Willie,Naulls,east,N,1,21,11.0,nan,nan,7.0,0.0,nan,nan,nan,nan,16.0,5.0,1.0,1.0,nan,nan
NaullWi01 ,1960,Willie,Naulls,east,N,1,16,8.0,nan,nan,6.0,2.0,nan,nan,nan,nan,6.0,4.0,1.0,0.0,nan,nan
NaullWi01 ,1959,Willie,Naulls,east,N,1,26,13.0,nan,nan,10.0,0.0,nan,nan,nan,nan,19.0,5.0,4.0,3.0,nan,nan
NaullWi01 ,1957,Willie,Naulls,east,N,1,15,8.0,nan,nan,3.0,0.0,nan,nan,nan,nan,9.0,3.0,2.0,2.0,nan,nan
NetolBo01 ,1967,Bob,Netolicky,east,A,1,19,12.0,8.0,3.0,11.0,1.0,nan,nan,1.0,1.0,8.0,4.0,4.0,4.0,0.0,0.0
NetolBo01 ,1968,Bob,Netolicky,east,A,1,26,13.0,9.0,3.0,12.0,1.0,nan,nan,1.0,2.0,9.0,5.0,5.0,3.0,0.0,0.0
NetolBo01 ,1969,Bob,Netolicky,east,A,1,33,15.0,nan,nan,8.0,2.0,nan,nan,nan,2.0,18.0,7.0,4.0,1.0,0.0,0.0
NetolBo01 ,1970,Bob,Netolicky,west,A,1,22,6.0,4.0,0.0,4.0,1.0,nan,nan,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0
NixonNo01 ,1984,Norm,Nixon,west,N,1,19,11.0,nan,nan,2.0,8.0,nan,nan,nan,nan,7.0,5.0,2.0,1.0,nan,nan
NobleCh01 ,1959,Chuck,Noble,west,N,1,11,0.0,nan,nan,1.0,3.0,nan,nan,nan,nan,5.0,0.0,0.0,0.0,nan,nan
NowitDi01 ,2003,Dirk,Nowitzki,west,N,1,13,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
NowitDi01 ,2002,Dirk,Nowitzki,west,N,1,16,9.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,4.0,0.0,0.0,4.0,1.0
NowitDi01 ,2001,Dirk,Nowitzki,west,N,1,24,12.0,6.0,2.0,8.0,3.0,0.0,0.0,2.0,1.0,11.0,5.0,1.0,1.0,4.0,1.0
OakleCh01 ,1993,Charles,Oakley,east,N,1,11,2.0,nan,nan,3.0,3.0,nan,nan,nan,nan,3.0,1.0,0.0,0.0,nan,nan
OhlDo01   ,1966,Don,Ohl,east,N,1,22,17.0,nan,nan,1.0,2.0,nan,nan,nan,nan,13.0,5.0,7.0,7.0,nan,nan
OhlDo01   ,1965,Don,Ohl,west,N,1,23,16.0,nan,nan,4.0,2.0,nan,nan,nan,nan,16.0,7.0,3.0,2.0,nan,nan
OhlDo01   ,1964,Don,Ohl,west,N,1,12,2.0,nan,nan,2.0,1.0,nan,nan,nan,nan,1.0,0.0,2.0,2.0,nan,nan
OhlDo01   ,1963,Don,Ohl,west,N,1,18,8.0,nan,nan,2.0,0.0,nan,nan,nan,nan,9.0,3.0,2.0,2.0,nan,nan
OhlDo01   ,1962,Don,Ohl,west,N,1,12,3.0,nan,nan,0.0,2.0,nan,nan,nan,nan,4.0,1.0,1.0,1.0,nan,nan
OlajuHa01 ,1996,Hakeem,Olajuwon,west,N,1,28,11.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,8.0,5.0,2.0,1.0,0.0,0.0
OlajuHa01 ,1995,Hakeem,Olajuwon,west,N,1,14,4.0,nan,nan,3.0,0.0,nan,nan,nan,nan,8.0,2.0,0.0,0.0,nan,nan
OlajuHa01 ,1994,Hakeem,Olajuwon,west,N,1,25,13.0,nan,nan,11.0,1.0,nan,nan,nan,nan,13.0,6.0,2.0,0.0,nan,nan
OlajuHa01 ,1993,Hakeem,Olajuwon,west,N,1,30,19.0,nan,nan,11.0,2.0,nan,nan,nan,nan,15.0,8.0,6.0,3.0,nan,nan
OlajuHa01 ,1992,Hakeem,Olajuwon,east,N,1,21,3.0,nan,nan,7.0,1.0,nan,nan,nan,nan,5.0,1.0,2.0,1.0,nan,nan
OlajuHa01 ,1991,Hakeem,Olajuwon,west,N,1,20,7.0,nan,nan,4.0,2.0,nan,nan,nan,nan,6.0,3.0,1.0,1.0,nan,nan
OlajuHa01 ,1989,Hakeem,Olajuwon,west,N,1,31,8.0,nan,nan,16.0,2.0,nan,nan,nan,nan,14.0,2.0,10.0,4.0,nan,nan
OlajuHa01 ,1988,Hakeem,Olajuwon,west,N,1,25,12.0,nan,nan,7.0,3.0,nan,nan,nan,nan,12.0,5.0,3.0,2.0,nan,nan
OlajuHa01 ,1987,Hakeem,Olajuwon,west,N,1,28,21.0,nan,nan,9.0,2.0,nan,nan,nan,nan,13.0,8.0,7.0,5.0,nan,nan
OlajuHa01 ,1986,Hakeem,Olajuwon,west,N,1,26,10.0,nan,nan,13.0,2.0,nan,nan,nan,nan,6.0,2.0,8.0,6.0,nan,nan
OlajuHa01 ,1985,Hakeem,Olajuwon,west,N,1,15,3.0,nan,nan,5.0,0.0,nan,nan,nan,nan,8.0,1.0,2.0,1.0,nan,nan
OlajuHa01 ,1984,Hakeem,Olajuwon,west,N,1,15,6.0,nan,nan,5.0,1.0,nan,nan,nan,nan,2.0,2.0,6.0,2.0,nan,nan
ONeaJe01  ,2003,Jermaine,O'Neal,east,N,1,28,16.0,7.0,2.0,9.0,2.0,1.0,0.0,2.0,0.0,13.0,7.0,4.0,2.0,0.0,0.0
ONeaJe01  ,2002,Jermaine,O'Neal,east,N,1,33,10.0,6.0,4.0,10.0,0.0,2.0,4.0,2.0,2.0,10.0,3.0,6.0,4.0,0.0,0.0
ONeaJe01  ,2001,Jermaine,O'Neal,east,N,1,17,7.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,4.0,3.0,0.0,0.0
ONeaSh01  ,2002,Shaquille,O'Neal,west,N,1,26,19.0,10.0,3.0,13.0,1.0,2.0,1.0,3.0,3.0,14.0,8.0,5.0,3.0,0.0,0.0
ONeaSh01  ,2001,Shaquille,O'Neal,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ONeaSh01  ,2000,Shaquille,O'Neal,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ONeaSh01  ,1999,Shaquille,O'Neal,west,N,1,25,22.0,5.0,4.0,9.0,3.0,0.0,3.0,4.0,2.0,20.0,11.0,2.0,0.0,0.0,0.0
ONeaSh01  ,1997,Shaquille,O'Neal,west,N,1,18,12.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,10.0,5.0,4.0,2.0,0.0,0.0
ONeaSh01  ,1996,Shaquille,O'Neal,west,N,1,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ONeaSh01  ,1995,Shaquille,O'Neal,east,N,1,28,25.0,nan,nan,10.0,1.0,nan,nan,nan,nan,16.0,10.0,11.0,5.0,nan,nan
ONeaSh01  ,1994,Shaquille,O'Neal,east,N,1,26,22.0,nan,nan,7.0,1.0,nan,nan,nan,nan,16.0,9.0,7.0,4.0,nan,nan
ONeaSh01  ,1993,Shaquille,O'Neal,east,N,1,26,8.0,nan,nan,10.0,0.0,nan,nan,nan,nan,12.0,2.0,11.0,4.0,nan,nan
ONeaSh01  ,1992,Shaquille,O'Neal,west,N,1,25,14.0,nan,nan,7.0,0.0,nan,nan,nan,nan,9.0,4.0,9.0,6.0,nan,nan
ONeaSh11  ,2003,Shaquille,O'Neal,west,N,1,24,24.0,6.0,5.0,11.0,1.0,2.0,2.0,4.0,3.0,19.0,12.0,1.0,0.0,0.0,0.0
ParisRo01 ,1990,Robert,Parish,east,N,1,5,2.0,nan,nan,4.0,0.0,nan,nan,nan,nan,2.0,1.0,0.0,0.0,nan,nan
ParisRo01 ,1989,Robert,Parish,east,N,1,21,14.0,nan,nan,4.0,2.0,nan,nan,nan,nan,11.0,7.0,1.0,0.0,nan,nan
ParisRo01 ,1986,Robert,Parish,east,N,1,8,4.0,nan,nan,3.0,0.0,nan,nan,nan,nan,3.0,2.0,0.0,0.0,nan,nan
ParisRo01 ,1985,Robert,Parish,east,N,1,7,0.0,nan,nan,1.0,0.0,nan,nan,nan,nan,0.0,0.0,2.0,0.0,nan,nan
ParisRo01 ,1984,Robert,Parish,east,N,1,10,4.0,nan,nan,6.0,1.0,nan,nan,nan,nan,5.0,2.0,0.0,0.0,nan,nan
ParisRo01 ,1983,Robert,Parish,east,N,1,28,12.0,nan,nan,15.0,2.0,nan,nan,nan,nan,11.0,5.0,4.0,2.0,nan,nan
ParisRo01 ,1982,Robert,Parish,east,N,1,18,13.0,nan,nan,3.0,0.0,nan,nan,nan,nan,6.0,5.0,4.0,3.0,nan,nan
ParisRo01 ,1981,Robert,Parish,east,N,1,25,16.0,nan,nan,10.0,2.0,nan,nan,nan,nan,18.0,5.0,6.0,6.0,nan,nan
ParisRo01 ,1980,Robert,Parish,east,N,1,25,16.0,nan,nan,10.0,2.0,nan,nan,nan,nan,18.0,5.0,6.0,6.0,nan,nan
PaultBi01 ,1972,Billy,Paultz,east,A,1,15,3.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0
PaultBi01 ,1974,Billy,Paultz,east,A,1,18,4.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0
PaultBi01 ,1975,Billy,Paultz,AllStars,A,1,20,10.0,nan,nan,2.0,1.0,nan,nan,nan,1.0,6.0,4.0,2.0,2.0,0.0,0.0
PaxsoJi01 ,1983,Jim,Paxson,west,N,1,14,10.0,nan,nan,3.0,2.0,nan,nan,nan,nan,9.0,5.0,0.0,0.0,nan,nan
PaxsoJi01 ,1982,Jim,Paxson,west,N,1,17,11.0,nan,nan,0.0,1.0,nan,nan,nan,nan,7.0,5.0,2.0,1.0,nan,nan
PaytoGa01 ,2002,Gary,Payton,west,N,1,15,8.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,1.0,0.0
PaytoGa01 ,2001,Gary,Payton,west,N,1,22,18.0,1.0,0.0,1.0,6.0,3.0,0.0,3.0,1.0,13.0,7.0,0.0,0.0,6.0,4.0
PaytoGa01 ,2000,Gary,Payton,west,N,1,18,0.0,2.0,2.0,4.0,5.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
PaytoGa01 ,1999,Gary,Payton,west,N,1,20,5.0,4.0,0.0,4.0,8.0,2.0,0.0,2.0,1.0,8.0,1.0,3.0,3.0,4.0,0.0
